,date_time,intensity_forecast,intensity_actual
62246,2021-09-03T2015,237,256
62247,2021-09-03T2045,230,252
62248,2021-09-03T2115,237,251
62249,2021-09-03T2145,239,241
62250,2021-09-03T2215,233,234
62251,2021-09-03T2245,229,223
62252,2021-09-03T2315,226,220
62253,2021-09-03T2345,213,215
62254,2021-09-04T0015,213,211
62255,2021-09-04T0045,209,211
62256,2021-09-04T0115,202,211
62257,2021-09-04T0145,202,212
62258,2021-09-04T0215,203,213
62259,2021-09-04T0245,203,213
62260,2021-09-04T0315,206,213
62261,2021-09-04T0345,207,214
62262,2021-09-04T0415,208,215
62263,2021-09-04T0445,209,213
62264,2021-09-04T0515,210,208
62265,2021-09-04T0545,208,209
62266,2021-09-04T0615,202,211
62267,2021-09-04T0645,204,210
62268,2021-09-04T0715,204,213
62269,2021-09-04T0745,202,218
62270,2021-09-04T0815,206,217
62271,2021-09-04T0845,209,215
62272,2021-09-04T0915,206,209
62273,2021-09-04T0945,206,205
62274,2021-09-04T1015,199,210
62275,2021-09-04T1045,197,209
62276,2021-09-04T1115,202,209
62277,2021-09-04T1145,198,208
62278,2021-09-04T1215,199,209
62279,2021-09-04T1245,200,207
62280,2021-09-04T1315,204,203
62281,2021-09-04T1345,202,200
62282,2021-09-04T1415,197,202
62283,2021-09-04T1445,195,207
62284,2021-09-04T1515,201,211
62285,2021-09-04T1545,208,218
62286,2021-09-04T1615,207,222
62287,2021-09-04T1645,214,226
62288,2021-09-04T1715,214,227
62289,2021-09-04T1745,221,228
62290,2021-09-04T1815,223,228
62291,2021-09-04T1845,225,229
62292,2021-09-04T1915,224,230
62293,2021-09-04T1945,221,226
62294,2021-09-04T2015,219,230
62295,2021-09-04T2045,210,228
62296,2021-09-04T2115,213,222
62297,2021-09-04T2145,216,212
62298,2021-09-04T2215,210,210
62299,2021-09-04T2245,197,203
62300,2021-09-04T2315,194,199
62301,2021-09-04T2345,188,197
62302,2021-09-05T0015,186,200
62303,2021-09-05T0045,184,198
62304,2021-09-05T0115,189,195
62305,2021-09-05T0145,185,194
62306,2021-09-05T0215,184,194
62307,2021-09-05T0245,183,195
62308,2021-09-05T0315,184,196
62309,2021-09-05T0345,188,198
62310,2021-09-05T0415,187,196
62311,2021-09-05T0445,192,196
62312,2021-09-05T0515,190,200
62313,2021-09-05T0545,193,201
62314,2021-09-05T0615,199,199
62315,2021-09-05T0645,199,199
62316,2021-09-05T0715,192,200
62317,2021-09-05T0745,191,203
62318,2021-09-05T0815,195,207
62319,2021-09-05T0845,193,204
62320,2021-09-05T0915,194,194
62321,2021-09-05T0945,191,184
62322,2021-09-05T1015,182,171
62323,2021-09-05T1045,174,166
62324,2021-09-05T1115,167,164
62325,2021-09-05T1145,162,162
62326,2021-09-05T1215,160,160
62327,2021-09-05T1245,156,161
62328,2021-09-05T1315,154,164
62329,2021-09-05T1345,156,168
62330,2021-09-05T1415,160,177
62331,2021-09-05T1445,168,186
62332,2021-09-05T1515,179,198
62333,2021-09-05T1545,188,209
62334,2021-09-05T1615,197,222
62335,2021-09-05T1645,202,234
62336,2021-09-05T1715,209,245
62337,2021-09-05T1745,218,251
62338,2021-09-05T1815,229,254
62339,2021-09-05T1845,233,255
62340,2021-09-05T1915,232,256
62341,2021-09-05T1945,233,257
62342,2021-09-05T2015,234,263
62343,2021-09-05T2045,228,265
62344,2021-09-05T2115,226,261
62345,2021-09-05T2145,231,255
62346,2021-09-05T2215,225,255
62347,2021-09-05T2245,226,248
62348,2021-09-05T2315,223,246
62349,2021-09-05T2345,223,244
62350,2021-09-06T0015,225,242
62351,2021-09-06T0045,224,242
62352,2021-09-06T0115,231,242
62353,2021-09-06T0145,233,242
62354,2021-09-06T0215,232,241
62355,2021-09-06T0245,222,241
62356,2021-09-06T0315,232,246
62357,2021-09-06T0345,233,249
62358,2021-09-06T0415,236,253
62359,2021-09-06T0445,238,252
62360,2021-09-06T0515,247,261
62361,2021-09-06T0545,245,280
62362,2021-09-06T0615,243,282
62363,2021-09-06T0645,248,276
62364,2021-09-06T0715,247,270
62365,2021-09-06T0745,241,268
62366,2021-09-06T0815,235,263
62367,2021-09-06T0845,233,257
62368,2021-09-06T0915,226,253
62369,2021-09-06T0945,221,248
62370,2021-09-06T1015,216,238
62371,2021-09-06T1045,210,238
62372,2021-09-06T1115,206,237
62373,2021-09-06T1145,210,234
62374,2021-09-06T1215,205,234
62375,2021-09-06T1245,204,234
62376,2021-09-06T1315,203,234
62377,2021-09-06T1345,203,234
62378,2021-09-06T1415,202,232
62379,2021-09-06T1445,205,237
62380,2021-09-06T1515,209,247
62381,2021-09-06T1545,213,250
62382,2021-09-06T1615,216,250
62383,2021-09-06T1645,220,255
62384,2021-09-06T1715,224,266
62385,2021-09-06T1745,215,271
62386,2021-09-06T1815,224,266
62387,2021-09-06T1845,227,271
62388,2021-09-06T1915,228,265
62389,2021-09-06T1945,230,261
62390,2021-09-06T2015,229,263
62391,2021-09-06T2045,227,260
62392,2021-09-06T2115,209,249
62393,2021-09-06T2145,219,236
62394,2021-09-06T2215,214,234
62395,2021-09-06T2245,215,227
62396,2021-09-06T2315,240,228
62397,2021-09-06T2345,211,223
62398,2021-09-07T0015,218,216
62399,2021-09-07T0045,218,218
62400,2021-09-07T0115,211,217
62401,2021-09-07T0145,215,220
62402,2021-09-07T0215,213,221
62403,2021-09-07T0245,213,223
62404,2021-09-07T0315,215,224
62405,2021-09-07T0345,219,227
62406,2021-09-07T0415,214,237
62407,2021-09-07T0445,226,245
62408,2021-09-07T0515,242,255
62409,2021-09-07T0545,250,264
62410,2021-09-07T0615,251,270
62411,2021-09-07T0645,260,269
62412,2021-09-07T0715,258,263
62413,2021-09-07T0745,256,256
62414,2021-09-07T0815,250,249
62415,2021-09-07T0845,243,243
62416,2021-09-07T0915,239,237
62417,2021-09-07T0945,232,233
62418,2021-09-07T1015,222,224
62419,2021-09-07T1045,224,220
62420,2021-09-07T1115,216,218
62421,2021-09-07T1145,218,215
62422,2021-09-07T1215,218,214
62423,2021-09-07T1245,210,213
62424,2021-09-07T1315,209,210
62425,2021-09-07T1345,209,209
62426,2021-09-07T1415,208,218
62427,2021-09-07T1445,205,221
62428,2021-09-07T1515,216,222
62429,2021-09-07T1545,221,221
62430,2021-09-07T1615,218,228
62431,2021-09-07T1645,219,236
62432,2021-09-07T1715,224,241
62433,2021-09-07T1745,230,241
62434,2021-09-07T1815,234,237
62435,2021-09-07T1845,231,231
62436,2021-09-07T1915,230,231
62437,2021-09-07T1945,227,234
62438,2021-09-07T2015,228,226
62439,2021-09-07T2045,225,228
62440,2021-09-07T2115,217,218
62441,2021-09-07T2145,212,209
62442,2021-09-07T2215,207,203
62443,2021-09-07T2245,202,194
62444,2021-09-07T2315,197,189
62445,2021-09-07T2345,190,187
62446,2021-09-08T0015,186,185
62447,2021-09-08T0045,183,186
62448,2021-09-08T0115,180,190
62449,2021-09-08T0145,182,191
62450,2021-09-08T0215,187,191
62451,2021-09-08T0245,187,193
62452,2021-09-08T0315,187,194
62453,2021-09-08T0345,188,199
62454,2021-09-08T0415,190,207
62455,2021-09-08T0445,196,214
62456,2021-09-08T0515,211,226
62457,2021-09-08T0545,220,242
62458,2021-09-08T0615,226,250
62459,2021-09-08T0645,239,247
62460,2021-09-08T0715,241,238
62461,2021-09-08T0745,237,233
62462,2021-09-08T0815,228,230
62463,2021-09-08T0845,224,226
62464,2021-09-08T0915,219,221
62465,2021-09-08T0945,215,221
62466,2021-09-08T1015,211,214
62467,2021-09-08T1045,211,207
62468,2021-09-08T1115,210,201
62469,2021-09-08T1145,204,199
62470,2021-09-08T1215,196,198
62471,2021-09-08T1245,193,198
62472,2021-09-08T1315,196,197
62473,2021-09-08T1345,197,201
62474,2021-09-08T1415,200,205
62475,2021-09-08T1445,203,208
62476,2021-09-08T1515,209,209
62477,2021-09-08T1545,208,217
62478,2021-09-08T1615,208,219
62479,2021-09-08T1645,216,221
62480,2021-09-08T1715,222,230
62481,2021-09-08T1745,221,233
62482,2021-09-08T1815,226,244
62483,2021-09-08T1845,227,243
62484,2021-09-08T1915,239,242
62485,2021-09-08T1945,238,238
62486,2021-09-08T2015,235,240
62487,2021-09-08T2045,228,234
62488,2021-09-08T2115,232,225
62489,2021-09-08T2145,225,230
62490,2021-09-08T2215,216,222
62491,2021-09-08T2245,218,213
62492,2021-09-08T2315,214,212
62493,2021-09-08T2345,199,216
62494,2021-09-09T0015,209,219
62495,2021-09-09T0045,207,221
62496,2021-09-09T0115,217,221
62497,2021-09-09T0145,212,221
62498,2021-09-09T0215,214,222
62499,2021-09-09T0245,212,224
62500,2021-09-09T0315,220,221
62501,2021-09-09T0345,228,227
62502,2021-09-09T0415,217,241
62503,2021-09-09T0445,229,247
62504,2021-09-09T0515,244,252
62505,2021-09-09T0545,247,261
62506,2021-09-09T0615,246,261
62507,2021-09-09T0645,252,262
62508,2021-09-09T0715,249,258
62509,2021-09-09T0745,251,257
62510,2021-09-09T0815,248,254
62511,2021-09-09T0845,244,252
62512,2021-09-09T0915,240,255
62513,2021-09-09T0945,239,256
62514,2021-09-09T1015,243,248
62515,2021-09-09T1045,245,242
62516,2021-09-09T1115,243,236
62517,2021-09-09T1145,236,236
62518,2021-09-09T1215,230,236
62519,2021-09-09T1245,231,239
62520,2021-09-09T1315,229,238
62521,2021-09-09T1345,230,237
62522,2021-09-09T1415,232,237
62523,2021-09-09T1445,229,243
62524,2021-09-09T1515,232,257
62525,2021-09-09T1545,238,262
62526,2021-09-09T1615,253,262
62527,2021-09-09T1645,256,263
62528,2021-09-09T1715,255,269
62529,2021-09-09T1745,258,271
62530,2021-09-09T1815,262,265
62531,2021-09-09T1845,262,262
62532,2021-09-09T1915,263,270
62533,2021-09-09T1945,263,269
62534,2021-09-09T2015,265,270
62535,2021-09-09T2045,265,270
62536,2021-09-09T2115,263,263
62537,2021-09-09T2145,258,256
62538,2021-09-09T2215,255,251
62539,2021-09-09T2245,250,242
62540,2021-09-09T2315,246,237
62541,2021-09-09T2345,240,233
62542,2021-09-10T0015,237,231
62543,2021-09-10T0045,235,226
62544,2021-09-10T0115,226,221
62545,2021-09-10T0145,221,219
62546,2021-09-10T0215,218,217
62547,2021-09-10T0245,214,217
62548,2021-09-10T0315,214,222
62549,2021-09-10T0345,216,227
62550,2021-09-10T0415,225,237
62551,2021-09-10T0445,228,246
62552,2021-09-10T0515,243,261
62553,2021-09-10T0545,253,270
62554,2021-09-10T0615,264,272
62555,2021-09-10T0645,264,271
62556,2021-09-10T0715,265,268
62557,2021-09-10T0745,265,267
62558,2021-09-10T0815,264,264
62559,2021-09-10T0845,259,261
62560,2021-09-10T0915,253,260
62561,2021-09-10T0945,251,257
62562,2021-09-10T1015,250,254
62563,2021-09-10T1045,246,249
62564,2021-09-10T1115,243,247
62565,2021-09-10T1145,241,245
62566,2021-09-10T1215,240,244
62567,2021-09-10T1245,238,238
62568,2021-09-10T1315,237,237
62569,2021-09-10T1345,236,241
62570,2021-09-10T1415,235,242
62571,2021-09-10T1445,236,241
62572,2021-09-10T1515,236,243
62573,2021-09-10T1545,234,241
62574,2021-09-10T1615,238,243
62575,2021-09-10T1645,237,247
62576,2021-09-10T1715,240,253
62577,2021-09-10T1745,243,253
62578,2021-09-10T1815,245,251
62579,2021-09-10T1845,248,255
62580,2021-09-10T1915,249,258
62581,2021-09-10T1945,248,254
62582,2021-09-10T2015,250,253
62583,2021-09-10T2045,249,241
62584,2021-09-10T2115,230,234
62585,2021-09-10T2145,225,225
62586,2021-09-10T2215,221,213
62587,2021-09-10T2245,218,205
62588,2021-09-10T2315,217,200
62589,2021-09-10T2345,194,197
62590,2021-09-11T0015,190,198
62591,2021-09-11T0045,187,199
62592,2021-09-11T0115,184,201
62593,2021-09-11T0145,191,198
62594,2021-09-11T0215,192,189
62595,2021-09-11T0245,192,182
62596,2021-09-11T0315,192,180
62597,2021-09-11T0345,194,184
62598,2021-09-11T0415,196,189
62599,2021-09-11T0445,198,193
62600,2021-09-11T0515,186,193
62601,2021-09-11T0545,189,195
62602,2021-09-11T0615,189,197
62603,2021-09-11T0645,191,201
62604,2021-09-11T0715,191,208
62605,2021-09-11T0745,189,206
62606,2021-09-11T0815,186,200
62607,2021-09-11T0845,184,195
62608,2021-09-11T0915,179,193
62609,2021-09-11T0945,175,188
62610,2021-09-11T1015,171,183
62611,2021-09-11T1045,180,172
62612,2021-09-11T1115,179,167
62613,2021-09-11T1145,176,164
62614,2021-09-11T1215,166,158
62615,2021-09-11T1245,162,150
62616,2021-09-11T1315,159,146
62617,2021-09-11T1345,153,144
62618,2021-09-11T1415,154,142
62619,2021-09-11T1445,159,146
62620,2021-09-11T1515,162,157
62621,2021-09-11T1545,166,176
62622,2021-09-11T1615,176,189
62623,2021-09-11T1645,185,201
62624,2021-09-11T1715,194,211
62625,2021-09-11T1745,200,217
62626,2021-09-11T1815,207,218
62627,2021-09-11T1845,213,216
62628,2021-09-11T1915,216,219
62629,2021-09-11T1945,209,218
62630,2021-09-11T2015,205,218
62631,2021-09-11T2045,203,212
62632,2021-09-11T2115,204,201
62633,2021-09-11T2145,212,202
62634,2021-09-11T2215,215,198
62635,2021-09-11T2245,215,194
62636,2021-09-11T2315,190,197
62637,2021-09-11T2345,190,195
62638,2021-09-12T0015,192,191
62639,2021-09-12T0045,192,192
62640,2021-09-12T0115,185,196
62641,2021-09-12T0145,189,203
62642,2021-09-12T0215,191,213
62643,2021-09-12T0245,200,219
62644,2021-09-12T0315,209,220
62645,2021-09-12T0345,217,222
62646,2021-09-12T0415,218,221
62647,2021-09-12T0445,221,228
62648,2021-09-12T0515,220,236
62649,2021-09-12T0545,229,240
62650,2021-09-12T0615,228,242
62651,2021-09-12T0645,238,247
62652,2021-09-12T0715,239,245
62653,2021-09-12T0745,244,247
62654,2021-09-12T0815,239,244
62655,2021-09-12T0845,240,243
62656,2021-09-12T0915,240,237
62657,2021-09-12T0945,238,236
62658,2021-09-12T1015,233,233
62659,2021-09-12T1045,231,234
62660,2021-09-12T1115,231,232
62661,2021-09-12T1145,235,235
62662,2021-09-12T1215,234,240
62663,2021-09-12T1245,242,245
62664,2021-09-12T1315,245,249
62665,2021-09-12T1345,251,253
62666,2021-09-12T1415,261,258
62667,2021-09-12T1445,261,263
62668,2021-09-12T1515,260,266
62669,2021-09-12T1545,264,274
62670,2021-09-12T1615,264,270
62671,2021-09-12T1645,268,278
62672,2021-09-12T1715,266,277
62673,2021-09-12T1745,275,279
62674,2021-09-12T1815,275,275
62675,2021-09-12T1845,275,277
62676,2021-09-12T1915,274,276
62677,2021-09-12T1945,278,274
62678,2021-09-12T2015,276,275
62679,2021-09-12T2045,267,269
62680,2021-09-12T2115,268,257
62681,2021-09-12T2145,264,245
62682,2021-09-12T2215,253,238
62683,2021-09-12T2245,239,224
62684,2021-09-12T2315,273,229
62685,2021-09-12T2345,223,226
62686,2021-09-13T0015,223,226
62687,2021-09-13T0045,223,220
62688,2021-09-13T0115,224,219
62689,2021-09-13T0145,218,216
62690,2021-09-13T0215,215,218
62691,2021-09-13T0245,213,218
62692,2021-09-13T0315,214,220
62693,2021-09-13T0345,219,219
62694,2021-09-13T0415,224,222
62695,2021-09-13T0445,229,226
62696,2021-09-13T0515,231,246
62697,2021-09-13T0545,233,259
62698,2021-09-13T0615,249,263
62699,2021-09-13T0645,256,267
62700,2021-09-13T0715,259,265
62701,2021-09-13T0745,265,265
62702,2021-09-13T0815,261,257
62703,2021-09-13T0845,260,250
62704,2021-09-13T0915,255,245
62705,2021-09-13T0945,245,239
62706,2021-09-13T1015,242,230
62707,2021-09-13T1045,234,227
62708,2021-09-13T1115,230,227
62709,2021-09-13T1145,227,224
62710,2021-09-13T1215,229,225
62711,2021-09-13T1245,226,224
62712,2021-09-13T1315,226,223
62713,2021-09-13T1345,225,225
62714,2021-09-13T1415,225,232
62715,2021-09-13T1445,228,241
62716,2021-09-13T1515,233,250
62717,2021-09-13T1545,243,254
62718,2021-09-13T1615,249,251
62719,2021-09-13T1645,252,253
62720,2021-09-13T1715,246,256
62721,2021-09-13T1745,246,257
62722,2021-09-13T1815,248,260
62723,2021-09-13T1845,249,259
62724,2021-09-13T1915,255,261
62725,2021-09-13T1945,254,259
62726,2021-09-13T2015,256,258
62727,2021-09-13T2045,253,256
62728,2021-09-13T2115,227,266
62729,2021-09-13T2145,236,264
62730,2021-09-13T2215,251,245
62731,2021-09-13T2245,296,239
62732,2021-09-13T2315,229,239
62733,2021-09-13T2345,225,237
62734,2021-09-14T0015,227,231
62735,2021-09-14T0045,226,231
62736,2021-09-14T0115,220,226
62737,2021-09-14T0145,224,217
62738,2021-09-14T0215,215,206
62739,2021-09-14T0245,213,207
62740,2021-09-14T0315,201,214
62741,2021-09-14T0345,207,210
62742,2021-09-14T0415,214,227
62743,2021-09-14T0445,218,246
62744,2021-09-14T0515,239,254
62745,2021-09-14T0545,262,262
62746,2021-09-14T0615,259,265
62747,2021-09-14T0645,260,266
62748,2021-09-14T0715,257,268
62749,2021-09-14T0745,257,266
62750,2021-09-14T0815,258,263
62751,2021-09-14T0845,257,261
62752,2021-09-14T0915,256,262
62753,2021-09-14T0945,254,261
62754,2021-09-14T1015,255,263
62755,2021-09-14T1045,253,264
62756,2021-09-14T1115,254,266
62757,2021-09-14T1145,253,265
62758,2021-09-14T1215,251,262
62759,2021-09-14T1245,250,263
62760,2021-09-14T1315,250,265
62761,2021-09-14T1345,257,266
62762,2021-09-14T1415,255,263
62763,2021-09-14T1445,259,263
62764,2021-09-14T1515,256,262
62765,2021-09-14T1545,256,260
62766,2021-09-14T1615,257,262
62767,2021-09-14T1645,256,264
62768,2021-09-14T1715,257,264
62769,2021-09-14T1745,260,267
62770,2021-09-14T1815,259,268
62771,2021-09-14T1845,264,271
62772,2021-09-14T1915,263,274
62773,2021-09-14T1945,264,278
62774,2021-09-14T2015,270,283
62775,2021-09-14T2045,273,280
62776,2021-09-14T2115,273,275
62777,2021-09-14T2145,263,266
62778,2021-09-14T2215,268,257
62779,2021-09-14T2245,269,257
62780,2021-09-14T2315,249,268
62781,2021-09-14T2345,247,268
62782,2021-09-15T0015,260,267
62783,2021-09-15T0045,259,265
62784,2021-09-15T0115,259,262
62785,2021-09-15T0145,256,257
62786,2021-09-15T0215,252,251
62787,2021-09-15T0245,248,248
62788,2021-09-15T0315,250,253
62789,2021-09-15T0345,254,256
62790,2021-09-15T0415,207,278
62791,2021-09-15T0445,260,284
62792,2021-09-15T0515,287,280
62793,2021-09-15T0545,289,286
62794,2021-09-15T0615,280,281
62795,2021-09-15T0645,284,282
62796,2021-09-15T0715,278,276
62797,2021-09-15T0745,275,274
62798,2021-09-15T0815,269,272
62799,2021-09-15T0845,266,266
62800,2021-09-15T0915,262,261
62801,2021-09-15T0945,257,255
62802,2021-09-15T1015,253,249
62803,2021-09-15T1045,246,242
62804,2021-09-15T1115,244,241
62805,2021-09-15T1145,238,236
62806,2021-09-15T1215,236,233
62807,2021-09-15T1245,233,232
62808,2021-09-15T1315,227,237
62809,2021-09-15T1345,227,241
62810,2021-09-15T1415,233,243
62811,2021-09-15T1445,237,249
62812,2021-09-15T1515,244,257
62813,2021-09-15T1545,251,263
62814,2021-09-15T1615,258,263
62815,2021-09-15T1645,263,270
62816,2021-09-15T1715,261,277
62817,2021-09-15T1745,269,281
62818,2021-09-15T1815,274,284
62819,2021-09-15T1845,279,286
62820,2021-09-15T1915,279,288
62821,2021-09-15T1945,282,293
62822,2021-09-15T2015,282,302
62823,2021-09-15T2045,288,298
62824,2021-09-15T2115,296,294
62825,2021-09-15T2145,290,287
62826,2021-09-15T2215,281,280
62827,2021-09-15T2245,275,273
62828,2021-09-15T2315,272,266
62829,2021-09-15T2345,265,264
62830,2021-09-16T0015,263,260
62831,2021-09-16T0045,261,257
62832,2021-09-16T0115,258,259
62833,2021-09-16T0145,253,258
62834,2021-09-16T0215,255,259
62835,2021-09-16T0245,255,256
62836,2021-09-16T0315,257,254
62837,2021-09-16T0345,270,258
62838,2021-09-16T0415,275,283
62839,2021-09-16T0445,279,287
62840,2021-09-16T0515,283,291
62841,2021-09-16T0545,270,297
62842,2021-09-16T0615,285,293
62843,2021-09-16T0645,286,294
62844,2021-09-16T0715,288,288
62845,2021-09-16T0745,284,284
62846,2021-09-16T0815,277,277
62847,2021-09-16T0845,274,268
62848,2021-09-16T0915,267,261
62849,2021-09-16T0945,255,256
62850,2021-09-16T1015,250,248
62851,2021-09-16T1045,246,246
62852,2021-09-16T1115,242,245
62853,2021-09-16T1145,240,241
62854,2021-09-16T1215,239,240
62855,2021-09-16T1245,237,239
62856,2021-09-16T1315,234,240
62857,2021-09-16T1345,232,243
62858,2021-09-16T1415,232,248
62859,2021-09-16T1445,234,252
62860,2021-09-16T1515,242,253
62861,2021-09-16T1545,244,255
62862,2021-09-16T1615,245,256
62863,2021-09-16T1645,247,262
62864,2021-09-16T1715,248,268
62865,2021-09-16T1745,252,273
62866,2021-09-16T1815,257,269
62867,2021-09-16T1845,262,260
62868,2021-09-16T1915,258,261
62869,2021-09-16T1945,251,262
62870,2021-09-16T2015,253,261
62871,2021-09-16T2045,241,250
62872,2021-09-16T2115,236,246
62873,2021-09-16T2145,222,233
62874,2021-09-16T2215,227,208
62875,2021-09-16T2245,216,199
62876,2021-09-16T2315,204,193
62877,2021-09-16T2345,185,181
62878,2021-09-17T0015,174,176
62879,2021-09-17T0045,162,172
62880,2021-09-17T0115,160,166
62881,2021-09-17T0145,158,171
62882,2021-09-17T0215,157,174
62883,2021-09-17T0245,165,171
62884,2021-09-17T0315,170,177
62885,2021-09-17T0345,171,176
62886,2021-09-17T0415,177,194
62887,2021-09-17T0445,186,205
62888,2021-09-17T0515,206,215
62889,2021-09-17T0545,212,222
62890,2021-09-17T0615,218,213
62891,2021-09-17T0645,220,216
62892,2021-09-17T0715,210,207
62893,2021-09-17T0745,208,204
62894,2021-09-17T0815,201,205
62895,2021-09-17T0845,195,201
62896,2021-09-17T0915,192,196
62897,2021-09-17T0945,196,192
62898,2021-09-17T1015,194,188
62899,2021-09-17T1045,191,189
62900,2021-09-17T1115,187,189
62901,2021-09-17T1145,185,187
62902,2021-09-17T1215,188,180
62903,2021-09-17T1245,188,182
62904,2021-09-17T1315,181,191
62905,2021-09-17T1345,182,196
62906,2021-09-17T1415,190,206
62907,2021-09-17T1445,195,213
62908,2021-09-17T1515,205,215
62909,2021-09-17T1545,215,224
62910,2021-09-17T1615,216,232
62911,2021-09-17T1645,225,241
62912,2021-09-17T1715,232,245
62913,2021-09-17T1745,240,251
62914,2021-09-17T1815,243,253
62915,2021-09-17T1845,248,254
62916,2021-09-17T1915,252,262
62917,2021-09-17T1945,254,265
62918,2021-09-17T2015,261,272
62919,2021-09-17T2045,262,271
62920,2021-09-17T2115,264,269
62921,2021-09-17T2145,261,269
62922,2021-09-17T2215,260,263
62923,2021-09-17T2245,260,257
62924,2021-09-17T2315,255,251
62925,2021-09-17T2345,252,248
62926,2021-09-18T0015,245,250
62927,2021-09-18T0045,243,249
62928,2021-09-18T0115,244,250
62929,2021-09-18T0145,243,248
62930,2021-09-18T0215,244,244
62931,2021-09-18T0245,244,247
62932,2021-09-18T0315,244,248
62933,2021-09-18T0345,245,249
62934,2021-09-18T0415,247,249
62935,2021-09-18T0445,248,251
62936,2021-09-18T0515,246,257
62937,2021-09-18T0545,250,260
62938,2021-09-18T0615,252,264
62939,2021-09-18T0645,266,268
62940,2021-09-18T0715,264,263
62941,2021-09-18T0745,265,257
62942,2021-09-18T0815,257,252
62943,2021-09-18T0845,251,243
62944,2021-09-18T0915,246,236
62945,2021-09-18T0945,236,233
62946,2021-09-18T1015,231,224
62947,2021-09-18T1045,227,222
62948,2021-09-18T1115,223,218
62949,2021-09-18T1145,220,220
62950,2021-09-18T1215,219,224
62951,2021-09-18T1245,219,226
62952,2021-09-18T1315,221,229
62953,2021-09-18T1345,225,233
62954,2021-09-18T1415,233,235
62955,2021-09-18T1445,242,239
62956,2021-09-18T1515,239,243
62957,2021-09-18T1545,245,246
62958,2021-09-18T1615,247,245
62959,2021-09-18T1645,249,247
62960,2021-09-18T1715,245,250
62961,2021-09-18T1745,247,248
62962,2021-09-18T1815,249,244
62963,2021-09-18T1845,247,242
62964,2021-09-18T1915,239,238
62965,2021-09-18T1945,239,231
62966,2021-09-18T2015,229,230
62967,2021-09-18T2045,218,222
62968,2021-09-18T2115,221,213
62969,2021-09-18T2145,212,202
62970,2021-09-18T2215,203,195
62971,2021-09-18T2245,196,188
62972,2021-09-18T2315,188,180
62973,2021-09-18T2345,182,180
62974,2021-09-19T0015,176,184
62975,2021-09-19T0045,173,178
62976,2021-09-19T0115,178,167
62977,2021-09-19T0145,171,167
62978,2021-09-19T0215,158,173
62979,2021-09-19T0245,162,171
62980,2021-09-19T0315,174,173
62981,2021-09-19T0345,172,176
62982,2021-09-19T0415,171,180
62983,2021-09-19T0445,179,188
62984,2021-09-19T0515,179,201
62985,2021-09-19T0545,189,207
62986,2021-09-19T0615,206,212
62987,2021-09-19T0645,212,221
62988,2021-09-19T0715,214,225
62989,2021-09-19T0745,219,230
62990,2021-09-19T0815,223,234
62991,2021-09-19T0845,222,233
62992,2021-09-19T0915,226,230
62993,2021-09-19T0945,224,226
62994,2021-09-19T1015,220,222
62995,2021-09-19T1045,218,217
62996,2021-09-19T1115,214,214
62997,2021-09-19T1145,212,214
62998,2021-09-19T1215,210,217
62999,2021-09-19T1245,210,215
63000,2021-09-19T1315,212,213
63001,2021-09-19T1345,213,212
63002,2021-09-19T1415,212,219
63003,2021-09-19T1445,210,225
63004,2021-09-19T1515,220,235
63005,2021-09-19T1545,226,244
63006,2021-09-19T1615,224,251
63007,2021-09-19T1645,242,255
63008,2021-09-19T1715,249,260
63009,2021-09-19T1745,259,268
63010,2021-09-19T1815,258,269
63011,2021-09-19T1845,265,269
63012,2021-09-19T1915,269,274
63013,2021-09-19T1945,271,278
63014,2021-09-19T2015,271,281
63015,2021-09-19T2045,269,279
63016,2021-09-19T2115,271,276
63017,2021-09-19T2145,266,271
63018,2021-09-19T2215,268,258
63019,2021-09-19T2245,263,251
63020,2021-09-19T2315,250,249
63021,2021-09-19T2345,247,242
63022,2021-09-20T0015,239,240
63023,2021-09-20T0045,232,241
63024,2021-09-20T0115,231,238
63025,2021-09-20T0145,235,235
63026,2021-09-20T0215,236,237
63027,2021-09-20T0245,241,237
63028,2021-09-20T0315,227,243
63029,2021-09-20T0345,237,245
63030,2021-09-20T0415,246,251
63031,2021-09-20T0445,252,262
63032,2021-09-20T0515,253,276
63033,2021-09-20T0545,267,284
63034,2021-09-20T0615,270,281
63035,2021-09-20T0645,280,275
63036,2021-09-20T0715,273,267
63037,2021-09-20T0745,263,259
63038,2021-09-20T0815,255,251
63039,2021-09-20T0845,249,245
63040,2021-09-20T0915,236,243
63041,2021-09-20T0945,234,236
63042,2021-09-20T1015,226,234
63043,2021-09-20T1045,221,229
63044,2021-09-20T1115,222,224
63045,2021-09-20T1145,216,221
63046,2021-09-20T1215,215,216
63047,2021-09-20T1245,211,211
63048,2021-09-20T1315,234,207
63049,2021-09-20T1345,207,204
63050,2021-09-20T1415,205,206
63051,2021-09-20T1445,206,211
63052,2021-09-20T1515,211,218
63053,2021-09-20T1545,214,229
63054,2021-09-20T1615,221,232
63055,2021-09-20T1645,233,238
63056,2021-09-20T1715,234,244
63057,2021-09-20T1745,242,249
63058,2021-09-20T1815,246,247
63059,2021-09-20T1845,249,246
63060,2021-09-20T1915,249,253
63061,2021-09-20T1945,250,255
63062,2021-09-20T2015,253,259
63063,2021-09-20T2045,247,250
63064,2021-09-20T2115,248,247
63065,2021-09-20T2145,237,241
63066,2021-09-20T2215,236,231
63067,2021-09-20T2245,230,221
